NAME,DATE,HOUR,VMX0,LAT,LON,MSLP,ID,DELV12,DELV24,DELV36,DELV48,PER,SHRD,D200,RHLO,PX30,SDBT,POT,OHC,TPW,PC2,U200,TPWC,AVBT,RSST
BONN,980822,18,85,23,-70.5,970,AL021998,10,15,15,15,15,8.1,70,67,100,3.9,-52,83,0,-178,1,71.1,-690,29.6
BONN,980823,0,90,23.4,-71,962,AL021998,10,10,10,10,15,15.7,20,69,99,5.8,-45,57,0,-156,7.5,71.4,-666,29.6
BONN,980823,6,95,23.8,-71.3,960,AL021998,5,5,5,5,10,25.2,4,68,95,9.1,-43,70,0,-143,13.3,70.5,-636,29.7
BONN,980823,12,100,24.1,-71.5,958,AL021998,0,0,0,0,10,22.7,45,69,88,10,-41,84,0,-131,9.6,71.2,-583,29.7
BONN,980823,18,100,24.4,-71.7,955,AL021998,0,0,0,0,5,21.7,85,66,91,7.4,-42,81,0,-114,12.9,73,-598,29.8
BONN,980824,0,100,24.8,-71.8,954,AL021998,0,0,0,0,0,27.2,108,64,92,9.8,-45,38,0,-130,16.9,69.6,-627,29.8
BONN,980824,6,100,25.2,-72.1,960,AL021998,0,0,0,0,0,24.3,83,63,98,6.7,-49,46,0,-139,18,69.2,-690,29.9
BONN,980824,12,100,25.6,-72.4,962,AL021998,0,0,0,0,0,32,76,68,100,6.2,-47,68,0,-141,20.5,70.7,-674,29.9
BONN,980824,18,100,26.1,-72.8,962,AL021998,0,0,0,0,0,25.5,64,64,99,7.4,-45,63,0,-133,17.3,70.2,-625,30
BONN,980825,0,100,26.9,-73.2,963,AL021998,0,0,0,-5,0,29.8,44,65,77,13.2,-48,38,0,-96,18,68.1,-558,30.1
BONN,980825,6,100,27.8,-73.8,962,AL021998,0,0,0,-15,0,19.8,39,66,70,18.6,-48,41,73,-43,13.5,67.5,-417,30
BONN,980825,12,100,28.8,-74.7,963,AL021998,0,0,-5,-25,0,15.8,73,63,65,15.9,-48,45,86,-4,9.2,70.8,-344,29.9
BONN,980825,18,100,29.8,-75.6,963,AL021998,0,0,-15,-40,0,9.2,72,66,85,10.8,-45,39,44,-29,3,70.4,-465,29.7
BONN,980826,0,100,30.8,-76.4,958,AL021998,0,-5,-25,-35,0,5.5,86,64,68,12.4,-48,7,222,-31,4.5,70.1,-367,29.6
BONN,980826,6,100,31.7,-77.3,964,AL021998,0,-15,-40,-25,0,5.8,70,57,66,13.9,-40,86,508,-40,5.6,71.4,-455,29.2
BONN,980826,12,100,32.7,-77.8,965,AL021998,-5,-25,-35,-35,0,7.7,66,58,89,14.3,-28,38,483,-56,7.1,69.2,-503,28.7
BONN,980826,18,100,33.4,-77.8,962,AL021998,-15,-40,-25,-40,0,3.9,37,58,99,6.4,-16,0,38,-104,7.4,67.9,-563,28.4
BONN,980827,0,95,34,-77.7,963,AL021998,-20,-30,-30,-50,-5,8.3,-3,54,94,8.3,-19,0,543,-68,12.3,68.5,-522,28.2
BONN,980827,6,85,34.5,-77.5,965,AL021998,-25,-10,-25,-40,-15,6.4,-6,55,66,13.6,-12,0,489,-27,13.1,66.8,-442,28
BONN,980827,12,75,34.9,-77.1,974,AL021998,-10,-10,-30,-30,9999,5.7,27,57,71,8,-17,0,313,-32,11.7,67.5,-453,27.6
BONN,980827,18,60,35.4,-76.6,980,AL021998,15,0,-15,-15,9999,4.4,16,57,68,10.3,-21,0,478,-18,12.3,65.4,-431,26.9
BONN,980828,0,65,35.8,-75.9,983,AL021998,0,-20,-20,-20,9999,11.3,-18,59,72,14.8,-10,2,242,23,14.3,66.5,-312,26.7
BONN,980828,6,75,36.2,-75.1,985,AL021998,-15,-30,-30,-30,9999,12.6,-39,60,65,15.5,0,0,339,21,14.7,65.8,-287,26.6
BONN,980828,12,65,36.7,-74.3,990,AL021998,-20,-20,-20,-20,0,14.4,-45,57,45,14.5,-7,1,463,59,14.5,65.3,-214,26.3
BONN,980828,18,60,37.3,-73.2,991,AL021998,-15,-15,-15,9999,-15,3.6,-45,55,31,15.7,-4,0,264,58,14.7,66.8,-182,25.8
BONN,980829,0,45,38.3,-71.4,993,AL021998,0,0,0,9999,-20,10.9,-25,57,22,16,-14,0,337,100,23.8,62.1,-115,25.4
BONN,980829,6,45,39.2,-69.6,999,AL021998,0,0,9999,9999,-15,20.6,19,62,28,16,11,2,391,85,34.4,64.7,-173,24
BONN,980829,12,45,40.2,-67.8,999,AL021998,0,0,9999,9999,0,24.2,79,65,38,17.4,26,30,378,78,43.3,60.1,-138,22.6
BONN,980829,18,45,41.6,-64.8,1000,AL021998,0,9999,9999,9999,0,29.6,78,65,31,19.1,42,22,279,89,50.9,57.7,-118,20.9
BONN,980830,0,45,42.9,-61.5,1000,AL021998,0,9999,9999,9999,0,36.8,72,69,34,22.2,38,27,451,121,57,51.6,-68,20.8
BONN,980830,6,45,44.3,-57,1000,AL021998,9999,9999,9999,9999,0,48.7,55,67,10,11.1,31,20,881,135,67.3,45.9,4,19.4
BONN,980830,12,45,44.5,-53.5,1000,AL021998,9999,9999,9999,9999,0,53.6,44,65,0,4.8,29,7,929,183,67.9,39.4,83,19.4
CHAR,980821,6,25,25.3,-92.3,1008,AL031998,15,35,5,-5,9999,5.6,12,74,41,28.6,-139,98,0,58,-9.8,64.8,-249,30.8
CHAR,980821,12,30,25.4,-93.8,1008,AL031998,15,5,-5,-10,9999,6.7,-5,77,46,30.7,-133,110,0,45,-9.4,64.3,-195,30.5
CHAR,980821,18,40,26,-94.5,1008,AL031998,20,-10,-20,-20,15,14.1,30,75,54,25.9,-117,125,0,-7,-11.1,64.4,-332,30.4
CHAR,980822,0,45,26.8,-95.4,1006,AL031998,-10,-20,-25,-25,15,14.5,38,73,51,25,-96,62,0,1,-10.6,65.2,-341,29.5
CHAR,980822,6,60,27.5,-96.5,1002,AL031998,-30,-40,-40,9999,20,7.3,23,72,57,25.9,-81,50,0,-13,-6.8,64.8,-441,29
CHAR,980822,12,35,27.9,-97.4,1001,AL031998,-10,-15,-15,9999,9999,15.3,-12,76,57,22.6,-103,48,0,-30,-2.6,65.1,-427,28.8
CHAR,980822,18,30,28.3,-98.1,1003,AL031998,-10,-10,9999,9999,9999,11.5,-1,75,49,21.2,-108,25,0,22,-3.6,62.9,-281,29.1
CHAR,980823,0,25,28.5,-98.7,1005,AL031998,-5,-5,9999,9999,9999,10.4,13,70,53,14.4,-109,0,0,20,-1,63.7,-336,29.3
CHAR,980823,6,20,28.7,-99.3,1006,AL031998,0,9999,9999,9999,9999,11.7,23,72,38,15.1,-124,0,0,64,0.1,65.3,-281,29.5
CHAR,980823,12,20,28.8,-99.9,1007,AL031998,0,9999,9999,9999,9999,12.1,-5,77,32,24.1,-130,0,0,65,4.6,66.9,-249,29.6
CHAR,980823,18,20,29.1,-100.6,1008,AL031998,9999,9999,9999,9999,9999,3.5,-8,71,27,18.1,-117,7,0,76,1.2,67.3,-242,29.7
CHAR,980824,0,20,29.4,-101.2,1008,AL031998,9999,9999,9999,9999,9999,13.4,22,65,9999,9999,-107,41,30,9999,7.5,67.1,9999,29.8
DANI,980824,6,25,13.4,-34.3,1007,AL041998,10,25,50,65,9999,5.4,78,75,63,16.7,-104,25,0,-30,-14.1,65.6,-450,27.7
DANI,980824,12,30,13.8,-36.1,1006,AL041998,10,35,50,55,9999,6.5,67,70,60,14.3,-96,26,0,-32,-15.4,63.6,-451,27.6
DANI,980824,18,35,14.2,-37.9,1005,AL041998,15,40,55,45,10,7.1,58,70,79,8.9,-90,36,0,-61,-15.7,59.5,-505,27.6
DANI,980825,0,40,14.8,-39.8,1003,AL041998,25,40,45,40,10,7.4,52,72,52,17.7,-79,27,0,-19,-14.8,58.5,-422,27.4
DANI,980825,6,50,15.3,-41.6,997,AL041998,25,40,30,35,15,1.7,37,70,69,12.7,-67,35,0,-16,-14.4,60.2,-476,27.3
DANI,980825,12,65,16.2,-43.3,990,AL041998,15,20,15,25,25,5.2,17,71,59,10.2,-50,44,0,-16,-11.6,63.5,-466,27.2
DANI,980825,18,75,16.9,-45.3,982,AL041998,15,5,10,10,25,9.5,29,70,88,8.7,-41,54,0,-64,-10.1,62.5,-560,27.3
DANI,980826,0,80,17.6,-47.3,980,AL041998,5,0,10,0,15,10.4,37,67,81,8.8,-40,48,0,-87,-9,61.2,-589,27.5
DANI,980826,6,90,18.4,-49.1,975,AL041998,-10,-5,-5,-10,15,8.4,53,67,88,8.7,-37,60,0,-93,-8.9,60.5,-619,27.8
DANI,980826,12,85,19.1,-51.1,980,AL041998,-5,5,-5,-5,5,9.7,42,64,92,7.2,-46,66,0,-94,-7,61,-605,28
DANI,980826,18,80,19.7,-52.8,985,AL041998,5,5,0,0,-10,17.3,50,67,98,6.4,-49,66,0,-99,-5.3,62.4,-575,28.1
DANI,980827,0,80,20.1,-54.9,993,AL041998,10,0,0,-5,-5,14.6,73,65,78,12,-47,53,0,-76,-5.1,61.5,-589,28.2
DANI,980827,6,85,20.6,-56.7,994,AL041998,0,-5,-5,-15,5,10.3,17,64,89,9.4,-45,80,0,-99,-6.5,63.3,-642,28.3
DANI,980827,12,90,21.2,-58.5,994,AL041998,-10,-10,-15,-20,10,11.1,8,65,91,9.5,-41,60,0,-111,-6.8,66,-641,28.5
DANI,980827,18,85,21.8,-60.1,994,AL041998,-5,-5,-15,-15,0,3.1,39,63,95,11.1,-46,58,245,-96,-8.9,68.5,-572,28.7
DANI,980828,0,80,22.4,-61.7,992,AL041998,0,-5,-10,-15,-10,8.9,32,62,85,11.9,-54,79,0,-80,-10.9,65.2,-593,28.9
DANI,980828,6,80,22.7,-63.2,992,AL041998,0,-10,-10,-15,-5,13.9,4,61,54,21.5,-56,63,83,-11,-7.2,66.3,-423,29.1
DANI,980828,12,80,23,-64.4,989,AL041998,-5,-10,-15,-15,0,4.6,21,58,62,16.4,-61,61,0,-37,-12,64.4,-482,29.2
DANI,980828,18,80,23.4,-65.7,986,AL041998,-10,-10,-15,-15,0,5.5,23,60,62,13.8,-63,69,132,-36,-16.4,62.5,-499,29.4
DANI,980829,0,75,23.9,-66.9,989,AL041998,-5,-10,-10,-5,-5,3,21,60,68,11.3,-58,70,0,-44,-16.2,63.6,-515,28.9
DANI,980829,6,70,24.3,-68.2,990,AL041998,0,-5,-5,5,-10,2.4,14,60,49,16.1,-61,75,0,-7,-12.4,65,-429,28.7
DANI,980829,12,70,24.8,-69.4,988,AL041998,-5,-5,0,20,-5,7,24,60,83,11.3,-58,47,71,-78,-15.6,64.9,-589,28.5
DANI,980829,18,70,25.4,-70.5,987,AL041998,-5,-5,5,15,0,12,51,57,80,10.3,-48,9,0,-86,-17.2,63.6,-563,28.2
DANI,980830,0,65,25.9,-71.4,987,AL041998,0,5,25,20,-5,8.7,27,57,77,12,-50,3,0,-35,-14.1,61.9,-461,28
DANI,980830,6,65,26.4,-72.2,988,AL041998,0,10,20,20,-5,5.2,-7,56,51,14.1,-52,19,0,40,-7.7,62.7,-307,28
DANI,980830,12,65,26.9,-73.1,990,AL041998,5,25,20,20,0,6.9,17,60,42,20.3,-55,14,0,50,-4.6,65.3,-314,28.2
DANI,980830,18,65,27.5,-73.9,987,AL041998,10,20,20,25,0,5,61,61,90,7.9,-55,18,192,-57,-2.6,68.5,-569,28.4
DANI,980831,0,70,27.9,-74.1,983,AL041998,20,15,15,10,5,7.7,81,59,83,8.7,-50,23,537,-49,5.5,65.5,-514,28.3
DANI,980831,6,75,28.4,-74.3,980,AL041998,10,10,15,0,10,9.8,37,60,65,17.5,-47,25,426,14,11,65.5,-389,28.3
DANI,980831,12,90,29.2,-74.1,977,AL041998,-5,-5,-10,-20,20,10.9,51,63,60,14.8,-30,17,369,-2,12.2,61.7,-398,28
DANI,980831,18,85,30,-73.7,975,AL041998,0,5,-10,-15,10,15.3,62,62,74,12.5,-26,12,28,-13,15,59.8,-440,27.8
DANI,980901,0,85,30.9,-73.3,973,AL041998,0,-5,-15,-15,-5,17.7,32,65,72,13,-27,19,212,-19,24.5,62.6,-448,27.8
DANI,980901,6,85,31.7,-72.7,972,AL041998,5,-10,-15,-15,0,16.9,-3,69,70,11.2,-32,36,30,-39,31.6,65.3,-485,27.8
DANI,980901,12,85,32.2,-72,968,AL041998,-5,-15,-15,-15,0,33,-2,68,78,12.6,-36,26,71,-33,30.9,60.9,-488,27.8
DANI,980901,18,90,32.9,-70.7,965,AL041998,-15,-20,-20,-25,5,26,9,67,95,8.4,-28,20,171,-77,36.8,58.2,-558,27.8
DANI,980902,0,80,33.7,-69.1,967,AL041998,-10,-10,-10,9999,-5,34,32,68,78,8.9,-41,30,118,-68,42.7,61.9,-526,27.8
DANI,980902,6,75,34.6,-67.6,970,AL041998,-5,-5,-10,9999,-15,39.7,32,72,81,9.4,-46,30,60,-72,45.1,60.9,-540,27.8
DANI,980902,12,70,36,-65.4,975,AL041998,0,0,9999,9999,-10,25.8,75,73,69,16,-53,35,148,-56,41.9,58.4,-471,27.8
DANI,980902,18,70,37.9,-63.1,975,AL041998,0,-5,9999,9999,-5,23,108,71,90,10.7,-38,11,410,-54,44.5,56,-480,26.9
DANI,980903,0,70,39.9,-60.1,970,AL041998,0,9999,9999,9999,0,26.5,144,70,75,14.5,-31,36,606,-3,42.7,55.6,-376,26.6
DANI,980903,6,70,42.1,-57.5,960,AL041998,-5,9999,9999,9999,0,27,137,68,71,14.7,17,22,621,-17,47.2,53.8,-352,23.3
DANI,980903,12,70,43.4,-54.8,965,AL041998,9999,9999,9999,9999,0,32.5,95,65,70,12.4,44,2,843,-6,48.8,48.3,-349,21.2
DANI,980903,18,65,44.6,-51.9,965,AL041998,9999,9999,9999,9999,-5,31.2,37,60,66,12,56,4,923,2,51.6,45.8,-365,18.8
EARL,980831,12,30,21.6,-93.5,1005,AL051998,5,15,20,40,9999,9.1,29,82,59,24.3,-128,70,0,-3,5.4,66.5,-252,30.4
EARL,980831,18,35,22.4,-93.8,1002,AL051998,5,15,15,50,9999,8.8,99,80,57,22.1,-115,79,0,1,5.9,68.8,-220,30.6
EARL,980901,0,35,23.2,-93.7,1002,AL051998,10,15,35,45,5,8.5,63,79,58,18.9,-114,52,0,-8,7.7,68,-287,30.7
EARL,980901,6,40,24.1,-93.4,1001,AL051998,10,10,45,30,5,16.4,82,76,24,23.1,-117,48,0,40,12.8,67.1,-191,30.6
EARL,980901,12,45,25,-93.1,999,AL051998,5,25,35,0,10,14,113,76,83,13.7,-117,94,44,-125,14.1,67.9,-656,30.5
EARL,980901,18,50,25.8,-92.5,998,AL051998,0,35,20,9999,10,11.3,111,74,56,26.5,-102,80,0,-19,14.1,69.3,-357,30.4
EARL,980902,0,50,26.8,-91.5,998,AL051998,20,30,-5,9999,5,22.9,79,68,71,16,-102,47,0,-37,21.6,69.3,-421,30.2
EARL,980902,6,50,27.6,-90.4,996,AL051998,35,20,9999,9999,0,25.5,63,66,60,23.4,-113,50,95,-54,29.3,66,-518,30.3
EARL,980902,12,70,28.2,-89,994,AL051998,10,-25,9999,9999,20,32.2,95,65,71,23.1,-99,51,221,-84,31.5,65.8,-549,30.4
EARL,980902,18,85,28.7,-87.9,988,AL051998,-15,9999,9999,9999,35,25.1,95,65,56,18.6,-75,79,278,-20,25.8,63.1,-356,30.3
EARL,980903,0,80,29.4,-86.8,985,AL051998,-35,9999,9999,9999,10,31.2,92,60,45,23.6,-78,36,606,44,28.5,59.3,-212,30
EARL,980903,6,70,30.1,-85.7,987,AL051998,9999,9999,9999,9999,-15,31.8,85,56,29,25,-77,5,735,87,30.2,58.3,-126,29.7
EARL,980903,12,45,31.3,-84,990,AL051998,9999,9999,9999,9999,9999,32.9,104,59,39,20.7,-82,0,398,53,29.8,59.6,-224,29.2
FRAN,980908,18,30,25.5,-94.5,1000,AL061998,0,5,10,15,9999,18.4,101,79,9999,9999,-118,117,0,9999,8.3,66.7,9999,30
FRAN,980909,0,30,25.3,-94.4,1000,AL061998,0,10,15,25,9999,19.9,82,79,20,12.7,-115,115,0,63,7.9,67.5,-153,30
FRAN,980909,6,30,25,-94.5,999,AL061998,5,10,15,15,0,15.9,78,79,34,27.9,-123,122,0,42,6,68.9,-232,30.1
FRAN,980909,12,30,24.6,-94.7,998,AL061998,10,15,25,10,0,15.4,90,85,35,24.8,-127,122,0,41,6.6,69.5,-131,30.2
FRAN,980909,18,35,24.2,-95.5,997,AL061998,5,10,10,0,5,11,90,83,14,14.4,-112,106,0,74,-1.1,66.8,-54,30.1
FRAN,980910,0,40,23.5,-95.6,995,AL061998,5,15,0,-10,10,7.1,108,85,62,17.7,-95,75,0,3,-4.2,67.1,-311,30.1
FRAN,980910,6,40,24.2,-95,995,AL061998,5,5,-5,-10,5,2.2,81,83,45,22.9,-115,107,0,37,-2.4,66.4,-182,30.2
FRAN,980910,12,45,25.3,-95.2,996,AL061998,10,-5,-15,-15,5,0.8,75,82,25,20,-120,113,0,63,-1,68.3,-86,30
FRAN,980910,18,45,26.6,-95.2,996,AL061998,0,-10,-15,-15,5,7.6,105,81,73,18.4,-112,70,0,-90,-0.4,72,-511,29.8
FRAN,980911,0,55,27.2,-95.9,994,AL061998,-15,-25,-25,-30,10,11.2,74,81,76,18.5,-100,65,0,-77,4.5,73.4,-471,29.7
FRAN,980911,6,45,28.2,-96.9,990,AL061998,-10,-15,-15,-25,0,12,53,75,62,22.6,-78,30,60,-66,4.6,70.9,-465,29.6
FRAN,980911,12,40,28.4,-97.6,992,AL061998,-10,-10,-15,-20,9999,12.8,38,77,55,15.6,-85,73,76,-32,7.6,67.5,-413,29.6
FRAN,980911,18,35,28.5,-97,994,AL061998,-5,-5,-15,-15,9999,8.2,80,77,27,15.3,-118,9,0,46,3.7,68.3,-207,29.7
FRAN,980912,0,30,29.3,-96.9,996,AL061998,0,-5,-10,9999,9999,11.7,71,79,8,9.5,-97,0,0,90,8.6,70.4,-121,29.1
FRAN,980912,6,30,30.2,-96.8,998,AL061998,0,-10,-10,9999,9999,17.8,29,79,0,7.3,-86,0,0,140,8.9,70.5,-34,28.9
FRAN,980912,12,30,31,-96.8,1000,AL061998,-5,-10,9999,9999,9999,20.3,52,81,0,5.7,-71,0,144,139,8.5,68.1,-29,28.3
FRAN,980912,18,30,31.3,-96.8,1001,AL061998,-10,-10,9999,9999,9999,15.5,38,78,0,6.7,-69,0,188,145,7,66.6,-11,28
FRAN,980913,0,25,31.5,-96.8,1002,AL061998,-5,9999,9999,9999,9999,13.8,13,78,0,6.1,-72,0,118,145,11,68.7,-10,27.8
FRAN,980913,6,20,31.7,-96.9,1002,AL061998,0,9999,9999,9999,9999,17.2,13,76,0,5.1,-66,0,308,174,11.8,65.1,46,27.5
FRAN,980913,12,20,32,-96.9,1003,AL061998,9999,9999,9999,9999,9999,18.2,42,80,0,5.1,-60,0,270,163,18.4,66.5,20,27.1
FRAN,980913,18,20,33,-97,1003,AL061998,9999,9999,9999,9999,9999,22.2,61,72,9999,9999,-34,0,532,9999,20.2,64.7,9999,25.9
GEOR,980915,12,30,9.7,-25.1,1009,AL071998,0,5,15,25,9999,9.3,137,79,9999,9999,-110,13,0,9999,-19.8,60.3,9999,28.3
GEOR,980915,18,30,9.8,-26.5,1009,AL071998,0,5,20,35,9999,5.7,137,77,9999,9999,-111,14,0,9999,-13.9,63.1,9999,28.4
GEOR,980916,0,30,10,-28.1,1009,AL071998,5,15,25,40,0,4.1,136,79,9999,9999,-112,23,31,9999,-11.9,61.9,9999,28.4
GEOR,980916,6,30,10.3,-29.7,1009,AL071998,5,20,35,50,0,3.3,159,76,9999,9999,-107,20,65,9999,-14,64,9999,28.2
GEOR,980916,12,35,10.6,-31.3,1005,AL071998,10,20,35,50,5,4.3,124,74,9999,9999,-99,31,30,9999,-13.9,63.2,9999,28.1
GEOR,980916,18,35,11,-32.9,1003,AL071998,15,30,45,55,5,8.7,111,76,79,15.6,-95,23,29,-65,-15.2,63,-493,28
GEOR,980917,0,45,11.3,-34.6,1000,AL071998,10,25,40,45,10,4.7,93,78,9999,9999,-83,25,0,9999,-17.9,62,9999,28
GEOR,980917,6,50,11.7,-36.3,997,AL071998,15,30,40,45,15,8.9,81,77,60,16,-81,25,0,-46,-21,62.2,-433,28.1
GEOR,980917,12,55,12,-38.1,994,AL071998,15,30,35,55,10,8.5,63,77,39,13.1,-78,28,0,11,-22.4,62.9,-353,28.2
GEOR,980917,18,65,12.3,-40,987,AL071998,15,25,30,60,15,13.4,75,75,62,11.7,-67,29,0,-33,-23,62.8,-481,28.3
GEOR,980918,0,70,12.5,-42,984,AL071998,15,20,40,60,15,13,74,77,81,9,-59,42,0,-113,-24.2,63.4,-622,28.2
GEOR,980918,6,80,12.8,-43.9,977,AL071998,10,15,45,55,15,11.1,60,76,94,9.7,-51,41,0,-108,-21.8,61.8,-588,28.3
GEOR,980918,12,85,13.1,-45.7,973,AL071998,5,25,45,45,15,14.4,53,73,71,12.5,-48,53,0,-48,-21.7,62.4,-455,28.4
GEOR,980918,18,90,13.5,-47.4,970,AL071998,5,35,45,25,10,5.7,56,71,81,9.6,-43,65,0,-76,-17.1,63.4,-559,28.5
GEOR,980919,0,90,13.9,-49,970,AL071998,20,40,40,10,5,8,79,69,99,7,-51,74,0,-96,-19.2,64,-600,29
GEOR,980919,6,95,14.4,-50.6,965,AL071998,30,40,20,5,5,8.8,81,68,100,5.6,-46,70,0,-102,-18.7,64.2,-551,28.9
