"","lat","lon","City","State","County","Country","Year","Precipitation"
"161",34.49544,-77.55497,"Holly Ridge","North Carolina","Onslow County","US","2010",3232.60744664571
"162",34.49544,-77.55497,"Holly Ridge","North Carolina","Onslow County","US","2011",3377.36575196051
"163",34.49544,-77.55497,"Holly Ridge","North Carolina","Onslow County","US","2012",3522.1240572753
"164",34.49544,-77.55497,"Holly Ridge","North Carolina","Onslow County","US","2013",3666.8823625901
"165",34.49544,-77.55497,"Holly Ridge","North Carolina","Onslow County","US","2014",3811.64066790489
"166",34.49544,-77.55497,"Holly Ridge","North Carolina","Onslow County","US","2015",3956.39897321969
"167",34.49544,-77.55497,"Holly Ridge","North Carolina","Onslow County","US","2016",4101.15727853448
"168",34.49544,-77.55497,"Holly Ridge","North Carolina","Onslow County","US","2017",4245.91558384928
"169",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1990",362.484104067106
"170",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1991",503.961128811579
"171",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1992",645.438153556053
"172",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1993",786.915178300526
"173",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1994",928.392203045
"174",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1995",1069.86922778947
"175",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1996",1211.34625253395
"176",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1997",1352.82327727842
"177",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1998",1494.30030202289
"178",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","1999",1635.77732676737
"179",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2000",1777.25435151184
"180",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2001",1918.73137625631
"181",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2002",2060.20840100079
"182",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2003",2201.68542574526
"183",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2004",2343.16245048973
"184",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2005",2484.63947523421
"185",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2006",2626.11649997868
"186",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2007",2767.59352472316
"187",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2008",2909.07054946763
"188",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2009",3050.5475742121
"189",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2010",3192.02459895658
"190",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2011",3333.50162370105
"191",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2012",3474.97864844552
"192",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2013",3616.45567319
"193",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2014",3757.93269793447
"194",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2015",3899.40972267894
"195",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2016",4040.88674742342
"196",35.95739,-75.62406,"Nags Head","North Carolina","Dare County","US","2017",4182.36377216789
"197",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1990",129.552356805277
"198",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1991",296.649339774458
"199",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1992",463.746322743639
"200",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1993",630.843305712819
"201",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1994",797.940288682
"202",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1995",965.037271651181
"203",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1996",1132.13425462036
"204",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1997",1299.23123758954
"205",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1998",1466.32822055872
"206",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1999",1633.4252035279
"207",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2000",1800.52218649708
"208",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2001",1967.61916946626
"209",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2002",2134.71615243544
"210",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2003",2301.81313540463
"211",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2004",2468.91011837381
"212",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2005",2636.00710134299
"213",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2006",2803.10408431217
"214",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2007",2970.20106728135
"215",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2008",3137.29805025053
"216",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2009",3304.39503321971
"217",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2010",3471.49201618889
"218",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2011",3638.58899915807
"219",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2012",3805.68598212725
"220",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2013",3972.78296509643
"221",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2014",4139.87994806561
"222",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2015",4306.97693103479
"223",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2016",4474.07391400397
"224",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2017",4641.17089697315
"225",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1990",129.552356805277
"226",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1991",296.649339774458
"227",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1992",463.746322743639
"228",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1993",630.843305712819
"229",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1994",797.940288682
"230",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1995",965.037271651181
"231",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1996",1132.13425462036
"232",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1997",1299.23123758954
"233",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1998",1466.32822055872
"234",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","1999",1633.4252035279
"235",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2000",1800.52218649708
"236",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2001",1967.61916946626
"237",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2002",2134.71615243544
"238",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2003",2301.81313540463
"239",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2004",2468.91011837381
"240",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2005",2636.00710134299
"241",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2006",2803.10408431217
"242",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2007",2970.20106728135
"243",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2008",3137.29805025053
"244",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2009",3304.39503321971
"245",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2010",3471.49201618889
"246",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2011",3638.58899915807
"247",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2012",3805.68598212725
"248",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2013",3972.78296509643
"249",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2014",4139.87994806561
"250",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2015",4306.97693103479
"251",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2016",4474.07391400397
"252",26.10369,-97.16469,"South Padre Island","Texas","Cameron County","US","2017",4641.17089697315
"253",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"254",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"255",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"256",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"257",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"258",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"259",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"260",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"261",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"262",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"263",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"264",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"265",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"266",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"267",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"268",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"269",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"270",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"271",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"272",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"273",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"274",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"275",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"276",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"277",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"278",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"279",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"280",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"281",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"282",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"283",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"284",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"285",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"286",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"287",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"288",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"289",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"290",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"291",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"292",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"293",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"294",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"295",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"296",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"297",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"298",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"299",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"300",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"301",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"302",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"303",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"304",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"305",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"306",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"307",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"308",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
